Quarter Ending ,HSC Trust,Specialty,Programme of Care,0 - 6 weeks,> 6 - 13 weeks,> 13 - 21 weeks,> 21 - 26 weeks,> 26 weeks,> 26-30 weeks,> 30 weeks,>30-36 weeks,> 26 - 36 weeks,> 36 weeks,Total,
31-Dec-2012,Belfast,Thoracic Surgery,Acute Services,36,22,16,8,--,1,--,2,--,7,92,
31-Dec-2012,Belfast,General Medicine,Acute Services,8,2,1,0,--,0,--,0,--,0,11,
31-Dec-2012,Belfast,Gastroenterology,Acute Services,24,8,0,0,--,0,--,0,--,0,32,
31-Dec-2012,Belfast,Endocrinology,Acute Services,15,3,0,0,--,0,--,0,--,0,18,
31-Dec-2012,Belfast,Cardiology,Acute Services,96,77,72,46,--,23,--,28,--,64,406,
31-Dec-2012,Belfast,Dermatology,Acute Services,0,0,5,2,--,0,--,4,--,0,11,
31-Dec-2012,Belfast,Thoracic Medicine,Acute Services,5,1,0,0,--,0,--,0,--,0,6,
31-Dec-2012,Belfast,Nephrology,Acute Services,18,7,2,0,--,0,--,0,--,0,27,
31-Dec-2012,Belfast,Neurology,Acute Services,42,20,14,14,--,5,--,14,--,44,153,
31-Dec-2012,Belfast,Rheumatology,Acute Services,15,10,1,2,--,0,--,0,--,0,28,
31-Dec-2012,Belfast,Paediatrics,Acute Services,8,1,0,0,--,0,--,0,--,0,9,
31-Dec-2012,Belfast,Gynaecology,Acute Services,141,138,124,39,--,30,--,52,--,25,549,
31-Dec-2012,Belfast,Child & Adolescent Psychiatry,Mental Health,2,0,0,0,--,0,--,0,--,0,2,
31-Dec-2012,Belfast,Forensic Psychiatry,Mental Health,3,0,0,0,--,0,--,0,--,0,3,
31-Dec-2012,Belfast,Radiology,Acute Services,0,1,0,1,--,0,--,0,--,0,2,
31-Dec-2012,Northern,General Surgery,Acute Services,120,87,33,9,--,12,--,7,--,5,273,
31-Dec-2012,Northern,Urology,Acute Services,101,87,87,6,--,5,--,3,--,3,292,
31-Dec-2012,Northern,ENT,Acute Services,108,106,31,0,--,0,--,1,--,0,246,
31-Dec-2012,Northern,Gastroenterology,Acute Services,6,2,1,0,--,0,--,0,--,0,9,
31-Dec-2012,Northern,Gynaecology,Acute Services,161,99,83,55,--,29,--,37,--,6,470,
31-Dec-2012,South Eastern,General Surgery,Acute Services,109,56,24,1,--,0,--,0,--,0,190,
31-Dec-2012,South Eastern,Urology,Acute Services,40,16,19,7,--,7,--,1,--,0,90,
31-Dec-2012,South Eastern,T & O Surgery,Acute Services,8,8,3,0,--,0,--,0,--,0,19,
31-Dec-2012,South Eastern,ENT,Acute Services,10,30,27,2,--,0,--,0,--,0,69,
31-Dec-2012,South Eastern,Oral Surgery,Acute Services,31,12,3,0,--,0,--,0,--,0,46,
31-Dec-2012,South Eastern,Plastic Surgery,Acute Services,54,39,44,16,--,8,--,6,--,19,186,
31-Dec-2012,South Eastern,Pain Management,Acute Services,1,0,0,0,--,0,--,0,--,0,1,
31-Dec-2012,South Eastern,General Medicine,Acute Services,5,2,0,0,--,0,--,0,--,0,7,
31-Dec-2012,South Eastern,Cardiology,Acute Services,2,0,0,0,--,0,--,0,--,0,2,
31-Dec-2012,South Eastern,Gynaecology,Acute Services,84,106,66,28,--,35,--,55,--,42,416,
31-Dec-2012,Southern,General Surgery,Acute Services,138,77,67,20,--,17,--,30,--,12,361,
31-Dec-2012,Southern,Urology,Acute Services,92,89,59,33,--,21,--,22,--,45,361,
31-Dec-2012,Southern,T & O Surgery,Acute Services,95,99,71,40,--,20,--,27,--,57,409,
31-Dec-2012,Southern,ENT,Acute Services,159,166,56,4,--,0,--,0,--,0,385,
31-Dec-2012,Southern,Pain Management,Acute Services,1,0,1,0,--,0,--,0,--,0,2,
31-Dec-2012,Southern,General Medicine,Acute Services,1,0,0,0,--,0,--,0,--,0,1,
31-Dec-2012,Southern,Gastroenterology,Acute Services,2,1,0,0,--,0,--,0,--,0,3,
31-Dec-2012,Southern,Cardiology,Acute Services,1,1,4,2,--,0,--,1,--,0,9,
31-Dec-2012,Southern,Rheumatology,Acute Services,1,0,0,0,--,0,--,0,--,0,1,
31-Dec-2012,Southern,Gynaecology,Acute Services,107,121,68,26,--,10,--,0,--,0,332,
31-Dec-2012,Western,General Surgery,Acute Services,147,103,100,46,--,43,--,61,--,45,545,
31-Dec-2012,Western,Urology,Acute Services,45,30,19,5,--,0,--,2,--,1,102,
31-Dec-2012,Western,T & O Surgery,Acute Services,148,186,180,71,--,72,--,98,--,185,940,
31-Dec-2012,Western,ENT,Acute Services,203,209,157,69,--,46,--,43,--,4,731,
31-Dec-2012,Western,Ophthalmology,Acute Services,0,1,0,0,--,0,--,0,--,0,1,
31-Dec-2012,Western,Oral Surgery,Acute Services,22,16,9,10,--,5,--,6,--,2,70,
31-Dec-2012,Western,General Medicine,Acute Services,2,0,0,0,--,0,--,0,--,0,2,
31-Dec-2012,Western,Cardiology,Acute Services,1,0,0,0,--,0,--,0,--,0,1,
31-Dec-2012,Western,Paediatrics,Acute Services,1,0,0,0,--,0,--,0,--,0,1,
31-Dec-2012,Western,Gynaecology,Acute Services,106,110,58,29,--,14,--,9,--,2,328,
31-Mar-2013,Belfast,General Surgery,Acute Services,282,240,170,60,--,27,--,29,--,94,902,
31-Mar-2013,Belfast,Urology,Acute Services,145,76,61,27,--,18,--,23,--,85,435,
31-Mar-2013,Belfast,T & O Surgery,Acute Services,"1,335","1,460","1,188",667,--,361,--,28,--,66,"5,105",
31-Mar-2013,Belfast,ENT,Acute Services,191,254,229,116,--,75,--,8,--,4,877,
31-Mar-2013,Belfast,Ophthalmology,Acute Services,36,27,27,4,--,8,--,0,--,2,104,
31-Mar-2013,Belfast,Oral Surgery,Acute Services,9,8,2,0,--,0,--,0,--,0,19,
31-Mar-2013,Belfast,Restorative Dentistry,Acute Services,13,6,6,5,--,0,--,0,--,0,30,
31-Mar-2013,Belfast,Paediatric Dentistry,Acute Services,0,1,7,1,--,1,--,0,--,0,10,
31-Mar-2013,Belfast,Neurosurgery,Acute Services,61,39,30,11,--,9,--,0,--,1,151,
31-Mar-2013,Belfast,Plastic Surgery,Acute Services,26,39,28,28,--,10,--,25,--,52,208,
31-Mar-2013,Belfast,Cardiac Surgery,Acute Services,112,109,54,23,--,0,--,0,--,2,300,
31-Mar-2013,Belfast,Paediatric Surgery,Acute Services,13,24,23,9,--,9,--,9,--,14,101,
31-Mar-2013,Belfast,Thoracic Surgery,Acute Services,59,33,17,5,--,4,--,0,--,0,118,
31-Mar-2013,Belfast,General Medicine,Acute Services,8,1,0,0,--,0,--,0,--,0,9,
31-Mar-2013,Belfast,Gastroenterology,Acute Services,14,8,0,0,--,0,--,0,--,0,22,
31-Mar-2013,Belfast,Endocrinology,Acute Services,8,12,0,0,--,0,--,0,--,0,20,
31-Mar-2013,Belfast,Cardiology,Acute Services,99,84,74,30,--,22,--,18,--,20,347,
31-Mar-2013,Belfast,Dermatology,Acute Services,5,2,0,0,--,0,--,0,--,0,7,
31-Mar-2013,Belfast,Thoracic Medicine,Acute Services,5,6,2,0,--,0,--,0,--,0,13,
31-Mar-2013,Belfast,Nephrology,Acute Services,22,9,0,0,--,0,--,0,--,0,31,
31-Mar-2013,Belfast,Neurology,Acute Services,38,38,29,9,--,8,--,6,--,23,151,
31-Mar-2013,Belfast,Rheumatology,Acute Services,14,3,0,0,--,0,--,0,--,0,17,
31-Mar-2013,Belfast,Paediatrics,Acute Services,1,0,0,0,--,0,--,0,--,0,1,
31-Mar-2013,Belfast,Gynaecology,Acute Services,142,128,141,71,--,47,--,20,--,25,574,
31-Mar-2013,Belfast,Child & Adolescent Psychiatry,Mental Health,1,1,0,0,--,0,--,0,--,0,2,
31-Mar-2013,Belfast,Forensic Psychiatry,Mental Health,1,1,0,0,--,0,--,0,--,0,2,
31-Mar-2013,Northern,General Surgery,Acute Services,115,70,77,18,--,3,--,3,--,3,289,
31-Mar-2013,Northern,Urology,Acute Services,70,59,23,11,--,2,--,0,--,0,165,
31-Mar-2013,Northern,ENT,Acute Services,106,116,26,0,--,1,--,1,--,0,250,
31-Mar-2013,Northern,Gastroenterology,Acute Services,7,1,0,0,--,0,--,0,--,0,8,
31-Mar-2013,Northern,Thoracic Medicine,Acute Services,1,0,0,0,--,0,--,0,--,0,1,
31-Mar-2013,Northern,Gynaecology,Acute Services,121,117,128,20,--,3,--,4,--,6,399,
31-Mar-2013,South Eastern,General Surgery,Acute Services,113,81,60,7,--,0,--,0,--,0,261,
31-Mar-2013,South Eastern,Urology,Acute Services,43,50,1,0,--,0,--,0,--,0,94,
31-Mar-2013,South Eastern,T & O Surgery,Acute Services,11,4,0,0,--,0,--,0,--,0,15,
31-Mar-2013,South Eastern,ENT,Acute Services,6,20,9,2,--,0,--,0,--,0,37,
31-Mar-2013,South Eastern,Oral Surgery,Acute Services,17,11,0,0,--,0,--,0,--,0,28,
31-Mar-2013,South Eastern,Plastic Surgery,Acute Services,54,45,0,0,--,0,--,0,--,0,99,
31-Mar-2013,South Eastern,Paediatric Surgery,Acute Services,1,0,0,0,--,0,--,0,--,0,1,
31-Mar-2013,South Eastern,General Medicine,Acute Services,5,0,0,0,--,0,--,0,--,0,5,
31-Mar-2013,South Eastern,Haematology (Clinical),Acute Services,1,0,0,0,--,0,--,0,--,0,1,
31-Mar-2013,South Eastern,Cardiology,Acute Services,3,0,0,0,--,0,--,0,--,0,3,
31-Mar-2013,South Eastern,Gynaecology,Acute Services,73,106,95,43,--,30,--,21,--,69,437,
31-Mar-2013,Southern,General Surgery,Acute Services,114,65,47,19,--,18,--,2,--,8,273,
31-Mar-2013,Southern,Urology,Acute Services,72,78,63,46,--,12,--,0,--,0,271,
31-Mar-2013,Southern,T & O Surgery,Acute Services,163,116,62,26,--,18,--,3,--,4,392,
31-Mar-2013,Southern,ENT,Acute Services,135,213,42,4,--,1,--,0,--,0,395,
31-Mar-2013,Southern,Ophthalmology,Acute Services,7,8,0,0,--,0,--,0,--,0,15,
31-Mar-2013,Southern,Oral Surgery,Acute Services,1,0,0,0,--,0,--,0,--,0,1,
31-Mar-2013,Southern,Pain Management,Acute Services,0,0,1,0,--,0,--,0,--,0,1,
31-Mar-2013,Southern,Gastroenterology,Acute Services,1,1,0,0,--,0,--,0,--,0,2,
31-Mar-2013,Southern,Cardiology,Acute Services,2,4,1,1,--,1,--,1,--,1,11,
31-Mar-2013,Southern,Thoracic Medicine,Acute Services,1,0,0,0,--,0,--,0,--,0,1,
31-Mar-2013,Southern,Rheumatology,Acute Services,1,0,1,0,--,0,--,0,--,0,2,
31-Mar-2013,Southern,Gynaecology,Acute Services,110,125,45,14,--,1,--,0,--,0,295,
31-Mar-2013,Western,General Surgery,Acute Services,120,149,156,48,--,22,--,14,--,0,509,
31-Mar-2013,Western,Urology,Acute Services,53,29,0,0,--,0,--,0,--,0,82,
31-Mar-2013,Western,T & O Surgery,Acute Services,133,228,195,116,--,97,--,50,--,173,992,
31-Mar-2013,Western,ENT,Acute Services,203,202,165,98,--,4,--,0,--,0,672,
31-Mar-2013,Western,Ophthalmology,Acute Services,5,0,0,1,--,0,--,0,--,0,6,
31-Mar-2013,Western,Oral Surgery,Acute Services,46,34,7,3,--,0,--,0,--,0,90,
31-Mar-2013,Western,Pain Management,Acute Services,0,1,0,0,--,0,--,0,--,0,1,
31-Mar-2013,Western,General Medicine,Acute Services,3,1,0,0,--,0,--,0,--,0,4,
31-Mar-2013,Western,Cardiology,Acute Services,1,0,0,0,--,0,--,0,--,0,1,
31-Mar-2013,Western,Paediatrics,Acute Services,0,0,1,0,--,0,--,0,--,0,1,
31-Mar-2013,Western,Gynaecology,Acute Services,91,93,76,0,--,0,--,0,--,0,260,
30-Jun-2013,Belfast,General Surgery,Acute Services,233,249,177,79,--,45,201,--,--,--,984,
30-Jun-2013,Belfast,Urology,Acute Services,130,73,62,34,--,26,151,--,--,--,476,
30-Jun-2013,Belfast,T & O Surgery,Acute Services,"1,440","1,465","1,214",583,--,377,342,--,--,--,"5,421",
30-Jun-2013,Belfast,ENT,Acute Services,199,235,356,129,--,73,87,--,--,--,"1,079",
30-Jun-2013,Belfast,Ophthalmology,Acute Services,31,26,21,9,--,5,9,--,--,--,101,
30-Jun-2013,Belfast,Oral Surgery,Acute Services,2,5,1,0,--,0,0,--,--,--,8,
30-Jun-2013,Belfast,Restorative Dentistry,Acute Services,12,5,5,0,--,0,0,--,--,--,22,
30-Jun-2013,Belfast,Paediatric Dentistry,Acute Services,1,0,0,0,--,0,1,--,--,--,2,
30-Jun-2013,Belfast,Neurosurgery,Acute Services,54,52,30,9,--,2,4,--,--,--,151,
30-Jun-2013,Belfast,Plastic Surgery,Acute Services,24,37,36,11,--,10,75,--,--,--,193,
30-Jun-2013,Belfast,Cardiac Surgery,Acute Services,124,103,77,19,--,10,2,--,--,--,335,
30-Jun-2013,Belfast,Paediatric Surgery,Acute Services,6,11,22,18,--,8,46,--,--,--,111,
30-Jun-2013,Belfast,Thoracic Surgery,Acute Services,56,32,21,17,--,8,10,--,--,--,144,
30-Jun-2013,Belfast,General Medicine,Acute Services,9,1,3,0,--,0,0,--,--,--,13,
30-Jun-2013,Belfast,Gastroenterology,Acute Services,14,4,2,0,--,0,0,--,--,--,20,
30-Jun-2013,Belfast,Endocrinology,Acute Services,9,1,2,1,--,0,0,--,--,--,13,
30-Jun-2013,Belfast,Cardiology,Acute Services,88,81,79,31,--,28,78,--,--,--,385,
30-Jun-2013,Belfast,Dermatology,Acute Services,1,5,3,2,--,0,0,--,--,--,11,
30-Jun-2013,Belfast,Thoracic Medicine,Acute Services,9,0,0,0,--,0,0,--,--,--,9,
30-Jun-2013,Belfast,Nephrology,Acute Services,16,6,0,0,--,0,0,--,--,--,22,
30-Jun-2013,Belfast,Neurology,Acute Services,42,29,26,11,--,14,15,--,--,--,137,
30-Jun-2013,Belfast,Rheumatology,Acute Services,11,5,0,1,--,0,3,--,--,--,20,
30-Jun-2013,Belfast,Paediatrics,Acute Services,4,3,0,0,--,0,0,--,--,--,7,
30-Jun-2013,Belfast,Gynaecology,Acute Services,140,92,112,63,--,47,112,--,--,--,566,
30-Jun-2013,Belfast,Child & Adolescent Psychiatry,Mental Health,1,1,0,0,--,0,0,--,--,--,2,
30-Jun-2013,Belfast,Forensic Psychiatry,Mental Health,0,1,0,0,--,0,0,--,--,--,1,
30-Jun-2013,Northern,General Surgery,Acute Services,128,88,60,15,--,16,18,--,--,--,325,
30-Jun-2013,Northern,Urology,Acute Services,90,52,41,7,--,4,2,--,--,--,196,
30-Jun-2013,Northern,ENT,Acute Services,106,108,24,5,--,0,0,--,--,--,243,
30-Jun-2013,Northern,Oral Surgery,Acute Services,1,0,0,0,--,0,0,--,--,--,1,
30-Jun-2013,Northern,Gastroenterology,Acute Services,4,2,0,0,--,0,0,--,--,--,6,
30-Jun-2013,Northern,Gynaecology,Acute Services,144,118,73,52,--,31,26,--,--,--,444,
30-Jun-2013,South Eastern,General Surgery,Acute Services,116,85,49,15,--,8,5,--,--,--,278,
30-Jun-2013,South Eastern,Urology,Acute Services,56,35,27,1,--,0,0,--,--,--,119,
30-Jun-2013,South Eastern,T & O Surgery,Acute Services,13,3,1,0,--,0,0,--,--,--,17,
30-Jun-2013,South Eastern,ENT,Acute Services,10,23,6,1,--,0,0,--,--,--,40,
30-Jun-2013,South Eastern,Oral Surgery,Acute Services,26,11,0,0,--,0,0,--,--,--,37,
30-Jun-2013,South Eastern,Plastic Surgery,Acute Services,45,38,18,2,--,0,0,--,--,--,103,
30-Jun-2013,South Eastern,General Medicine,Acute Services,6,0,0,0,--,0,0,--,--,--,6,
30-Jun-2013,South Eastern,Gynaecology,Acute Services,80,81,103,66,--,28,88,--,--,--,446,
30-Jun-2013,Southern,General Surgery,Acute Services,112,58,51,21,--,12,6,--,--,--,260,
30-Jun-2013,Southern,Urology,Acute Services,73,50,56,27,--,20,93,--,--,--,319,
30-Jun-2013,Southern,T & O Surgery,Acute Services,120,82,119,22,--,13,12,--,--,--,368,
30-Jun-2013,Southern,ENT,Acute Services,146,120,80,13,--,2,0,--,--,--,361,
30-Jun-2013,Southern,Ophthalmology,Acute Services,0,0,1,0,--,0,0,--,--,--,1,
30-Jun-2013,Southern,Pain Management,Acute Services,0,0,0,0,--,1,0,--,--,--,1,
30-Jun-2013,Southern,Gastroenterology,Acute Services,1,0,1,0,--,0,0,--,--,--,2,
30-Jun-2013,Southern,Cardiology,Acute Services,0,1,1,3,--,1,0,--,--,--,6,
30-Jun-2013,Southern,Rheumatology,Acute Services,1,1,1,0,--,0,0,--,--,--,3,
30-Jun-2013,Southern,Gynaecology,Acute Services,139,109,65,15,--,7,1,--,--,--,336,
30-Jun-2013,Western,General Surgery,Acute Services,131,121,122,65,--,49,81,--,--,--,569,
30-Jun-2013,Western,Urology,Acute Services,51,39,0,0,--,0,0,--,--,--,90,
30-Jun-2013,Western,T & O Surgery,Acute Services,171,197,173,108,--,72,322,--,--,--,"1,043",
30-Jun-2013,Western,ENT,Acute Services,231,197,169,56,--,30,76,--,--,--,759,
30-Jun-2013,Western,Ophthalmology,Acute Services,10,5,0,0,--,0,0,--,--,--,15,
30-Jun-2013,Western,Oral Surgery,Acute Services,33,18,15,4,--,0,1,--,--,--,71,
30-Jun-2013,Western,General Medicine,Acute Services,7,1,0,0,--,0,0,--,--,--,8,
30-Jun-2013,Western,Paediatrics,Acute Services,0,1,0,0,--,1,0,--,--,--,2,
30-Jun-2013,Western,Gynaecology,Acute Services,97,124,61,30,--,10,9,--,--,--,331,
30-Sep-2013,Belfast ,General Surgery,Acute Services,221,171,132,84,--,56,235,--,--,--,899,
30-Sep-2013,Belfast,Urology,Acute Services,102,42,63,27,--,27,162,--,--,--,423,
30-Sep-2013,Belfast,T & O Surgery,Acute Services,920,"1,186","1,475",808,--,362,677,--,--,--,5428,
30-Sep-2013,Belfast,ENT,Acute Services,198,205,219,120,--,165,125,--,--,--,1032,
30-Sep-2013,Belfast,Ophthalmology,Acute Services,49,27,22,10,--,8,17,--,--,--,133,
30-Sep-2013,Belfast,Oral Surgery,Acute Services,17,13,6,0,--,0,0,--,--,--,36,
30-Sep-2013,Belfast,Restorative Dentistry,Acute Services,7,5,2,0,--,0,0,--,--,--,14,
30-Sep-2013,Belfast,Paediatric Dentistry,Acute Services,0,4,0,0,--,0,0,--,--,--,4,
30-Sep-2013,Belfast,Neurosurgery,Acute Services,60,49,25,11,--,5,5,--,--,--,155,
30-Sep-2013,Belfast,Plastic Surgery,Acute Services,38,50,33,21,--,17,37,--,--,--,196,
30-Sep-2013,Belfast,Cardiac Surgery,Acute Services,148,107,102,33,--,6,5,--,--,--,401,
30-Sep-2013,Belfast,Paediatric Surgery,Acute Services,8,13,7,6,--,9,55,--,--,--,98,
30-Sep-2013,Belfast,Thoracic Surgery,Acute Services,44,29,11,6,--,4,4,--,--,--,98,
30-Sep-2013,Belfast,Pain Management,Acute Services,1,3,1,0,--,0,0,--,--,--,5,
30-Sep-2013,Belfast,General Medicine,Acute Services,5,1,0,0,--,0,0,--,--,--,6,
30-Sep-2013,Belfast,Gastroenterology,Acute Services,22,6,1,0,--,0,0,--,--,--,29,
30-Sep-2013,Belfast,Endocrinology,Acute Services,4,2,3,1,--,1,1,--,--,--,12,
30-Sep-2013,Belfast,Rehabilitation,Acute Services,0,1,0,0,--,0,0,--,--,--,1,
30-Sep-2013,Belfast,Cardiology,Acute Services,98,85,82,37,--,25,86,--,--,--,413,
30-Sep-2013,Belfast,Dermatology,Acute Services,0,2,1,4,--,2,2,--,--,--,11,
30-Sep-2013,Belfast,Thoracic Medicine,Acute Services,4,2,0,0,--,0,0,--,--,--,6,
30-Sep-2013,Belfast,Nephrology,Acute Services,19,5,1,0,--,0,0,--,--,--,25,
30-Sep-2013,Belfast,Neurology,Acute Services,25,21,16,10,--,3,0,--,--,--,75,
30-Sep-2013,Belfast,Rheumatology,Acute Services,8,10,3,3,--,0,4,--,--,--,28,
30-Sep-2013,Belfast,Paediatrics,Acute Services,4,8,1,0,--,0,0,--,--,--,13,
30-Sep-2013,Belfast,Gynaecology,Acute Services,106,87,116,64,--,34,114,--,--,--,521,
30-Sep-2013,Belfast,Child & Adolescent Psychiatry,Mental Health,1,0,0,0,--,0,0,--,--,--,1,
30-Sep-2013,Belfast,Forensic Psychiatry,Mental Health,2,1,0,0,--,0,0,--,--,--,3,
30-Sep-2013,Northern,General Surgery,Acute Services,117,79,72,34,--,4,14,--,--,--,320,
30-Sep-2013,Northern,Urology,Acute Services,68,53,66,19,--,8,14,--,--,--,228,
30-Sep-2013,Northern,ENT,Acute Services,97,54,18,1,--,0,0,--,--,--,170,
30-Sep-2013,Northern,Gastroenterology,Acute Services,5,3,0,0,--,0,0,--,--,--,8,
30-Sep-2013,Northern,Gynaecology,Acute Services,160,103,83,36,--,8,7,--,--,--,397,
30-Sep-2013,South Eastern,General Surgery,Acute Services,119,79,68,18,--,2,0,--,--,--,286,
30-Sep-2013,South Eastern,Urology,Acute Services,47,42,16,3,--,0,0,--,--,--,108,
30-Sep-2013,South Eastern,T & O Surgery,Acute Services,13,6,0,0,--,0,0,--,--,--,19,
30-Sep-2013,South Eastern,ENT,Acute Services,9,12,12,0,--,0,0,--,--,--,33,
30-Sep-2013,South Eastern,Oral Surgery,Acute Services,21,10,0,0,--,0,0,--,--,--,31,
30-Sep-2013,South Eastern,Plastic Surgery,Acute Services,42,33,5,1,--,0,0,--,--,--,81,
30-Sep-2013,South Eastern,General Medicine,Acute Services,1,0,0,0,--,0,0,--,--,--,1,
30-Sep-2013,South Eastern,Gynaecology,Acute Services,84,96,84,30,--,21,0,--,--,--,315,
30-Sep-2013,Southern,General Surgery,Acute Services,135,97,45,12,--,1,0,--,--,--,290,
30-Sep-2013,Southern,Urology,Acute Services,83,70,55,27,--,24,125,--,--,--,384,
30-Sep-2013,Southern,T & O Surgery,Acute Services,113,71,91,13,--,2,0,--,--,--,290,
30-Sep-2013,Southern,ENT,Acute Services,149,105,82,6,--,0,0,--,--,--,342,
30-Sep-2013,Southern,Gastroenterology,Acute Services,0,3,0,0,--,0,0,--,--,--,3,
30-Sep-2013,Southern,Cardiology,Acute Services,0,1,0,1,--,0,0,--,--,--,2,
30-Sep-2013,Southern,Rheumatology,Acute Services,3,2,1,0,--,0,0,--,--,--,6,
30-Sep-2013,Southern,Gynaecology,Acute Services,115,98,64,10,--,0,0,--,--,--,287,
30-Sep-2013,Western,General Surgery,Acute Services,178,111,151,67,--,19,11,--,--,--,537,
30-Sep-2013,Western,Urology,Acute Services,53,21,8,0,--,0,0,--,--,--,82,
30-Sep-2013,Western,T & O Surgery,Acute Services,141,156,188,108,--,53,199,--,--,--,845,
30-Sep-2013,Western,ENT,Acute Services,212,150,173,73,--,7,9,--,--,--,624,
30-Sep-2013,Western,Oral Surgery,Acute Services,21,15,4,2,--,0,0,--,--,--,42,
30-Sep-2013,Western,General Medicine,Acute Services,4,0,0,0,--,0,0,--,--,--,4,
30-Sep-2013,Western,Cardiology,Acute Services,14,6,0,0,--,0,0,--,--,--,20,
30-Sep-2013,Western,Gynaecology,Acute Services,94,87,66,18,--,12,2,--,--,--,279,
31-Dec-2013,Belfast,General Surgery,Acute Services,213,187,134,50,--,35,187,--,--,--,806,
31-Dec-2013,Belfast,Urology,Acute Services,121,71,46,22,--,27,171,--,--,--,458,
31-Dec-2013,Belfast,T & O Surgery,Acute Services,1381,2000,1531,479,--,223,404,--,--,--,6018,
31-Dec-2013,Belfast,ENT,Acute Services,180,186,417,125,--,75,171,--,--,--,1154,
31-Dec-2013,Belfast,Ophthalmology,Acute Services,45,43,28,16,--,1,1,--,--,--,134,
31-Dec-2013,Belfast,Oral Surgery,Acute Services,15,26,4,0,--,0,0,--,--,--,45,
31-Dec-2013,Belfast,Restorative Dentistry,Acute Services,9,4,8,2,--,0,0,--,--,--,23,
31-Dec-2013,Belfast,Paediatric Dentistry,Acute Services,0,0,2,0,--,0,0,--,--,--,2,
31-Dec-2013,Belfast,Neurosurgery,Acute Services,53,65,35,15,--,5,9,--,--,--,182,
31-Dec-2013,Belfast,Plastic Surgery,Acute Services,39,27,39,20,--,11,44,--,--,--,180,
31-Dec-2013,Belfast,Cardiac Surgery,Acute Services,102,110,101,35,--,8,10,--,--,--,366,
31-Dec-2013,Belfast,Paediatric Surgery,Acute Services,9,16,10,9,--,2,25,--,--,--,71,
31-Dec-2013,Belfast,Thoracic Surgery,Acute Services,50,12,6,1,--,1,3,--,--,--,73,
31-Dec-2013,Belfast,Pain Management,Acute Services,0,1,1,0,--,0,0,--,--,--,2,
31-Dec-2013,Belfast,General Medicine,Acute Services,0,1,0,0,--,0,0,--,--,--,1,
31-Dec-2013,Belfast,Gastroenterology,Acute Services,16,3,1,0,--,0,0,--,--,--,20,
31-Dec-2013,Belfast,Endocrinology,Acute Services,19,5,2,0,--,2,1,--,--,--,29,
31-Dec-2013,Belfast,Rehabilitation,Acute Services,0,0,0,1,--,0,0,--,--,--,1,
31-Dec-2013,Belfast,Cardiology,Acute Services,83,86,71,39,--,32,74,--,--,--,385,
31-Dec-2013,Belfast,Dermatology,Acute Services,7,5,1,1,--,1,4,--,--,--,19,
31-Dec-2013,Belfast,Thoracic Medicine,Acute Services,3,6,0,0,--,0,0,--,--,--,9,
31-Dec-2013,Belfast,Nephrology,Acute Services,9,5,0,0,--,0,0,--,--,--,14,
31-Dec-2013,Belfast,Neurology,Acute Services,43,13,1,0,--,9,8,--,--,--,74,
31-Dec-2013,Belfast,Rheumatology,Acute Services,14,4,4,0,--,1,6,--,--,--,29,
31-Dec-2013,Belfast,Paediatrics,Acute Services,6,10,8,0,--,4,0,--,--,--,28,
31-Dec-2013,Belfast,Gynaecology,Acute Services,118,144,111,57,--,53,85,--,--,--,568,
31-Dec-2013,Belfast,Child & Adolescent Psychiatry,Mental Health,3,0,0,0,--,0,0,--,--,--,3,
31-Dec-2013,Northern,General Surgery,Acute Services,134,91,49,26,--,10,2,--,--,--,312,
31-Dec-2013,Northern,Urology,Acute Services,28,27,64,21,--,21,33,--,--,--,194,
31-Dec-2013,Northern,ENT,Acute Services,98,77,11,0,--,0,0,--,--,--,186,
31-Dec-2013,Northern,Ophthalmology,Acute Services,0,0,1,0,--,0,0,--,--,--,1,
31-Dec-2013,Northern,Gastroenterology,Acute Services,6,0,0,0,--,0,0,--,--,--,6,
31-Dec-2013,Northern,Gynaecology,Acute Services,138,108,101,35,--,1,1,--,--,--,384,
31-Dec-2013,South Eastern,General Surgery,Acute Services,115,106,63,30,--,23,18,--,--,--,355,
31-Dec-2013,South Eastern,Urology,Acute Services,53,40,20,10,--,4,0,--,--,--,127,
31-Dec-2013,South Eastern,T & O Surgery,Acute Services,8,3,1,0,--,0,0,--,--,--,12,
31-Dec-2013,South Eastern,ENT,Acute Services,10,12,1,0,--,0,0,--,--,--,23,
31-Dec-2013,South Eastern,Oral Surgery,Acute Services,22,13,13,1,--,1,0,--,--,--,50,
31-Dec-2013,South Eastern,Plastic Surgery,Acute Services,38,39,21,4,--,0,0,--,--,--,102,
31-Dec-2013,South Eastern,Paediatric Surgery,Acute Services,0,1,0,0,--,0,0,--,--,--,1,
31-Dec-2013,South Eastern,General Medicine,Acute Services,2,0,1,0,--,0,0,--,--,--,3,
31-Dec-2013,South Eastern,Cardiology,Acute Services,2,0,0,0,--,0,0,--,--,--,2,
31-Dec-2013,South Eastern,Gynaecology,Acute Services,60,70,52,40,--,16,7,--,--,--,245,
31-Dec-2013,Southern,General Surgery,Acute Services,135,74,54,22,--,1,0,--,--,--,286,
